Name,Type,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,Average
Bubble Sort,sorted50,0.00012,0.000118,8.5e-05,8.5e-05,8.5e-05,8.5e-05,8.5e-05,8.5e-05,8.6e-05,8.5e-05
Bubble Sort,sorted100,0.00032,0.000352,0.000429,0.000318,0.000319,0.000321,0.000319,0.000324,0.000322,0.000357
Bubble Sort,sorted1000,0.038845,0.038671,0.039802,0.039477,0.041192,0.039325,0.040215,0.038383,0.039328,0.039285
Bubble Sort,sorted10000,4.232128,4.225473,4.227935,4.242092,4.223207,4.214565,4.200354,4.202876,4.202073,4.205535
Bubble Sort,random50,0.000145,0.000141,0.000141,0.000137,0.000149,0.000254,0.000142,0.000142,0.000143,0.000131
Bubble Sort,random100,0.000558,0.000531,0.00055,0.000553,0.000522,0.00059,0.000548,0.000688,0.000531,0.00055
Bubble Sort,random1000,0.068524,0.068771,0.06694,0.067924,0.067167,0.067584,0.06879,0.067671,0.067383,0.069101
Bubble Sort,random10000,7.290346,7.262251,7.2404,7.256826,7.496857,7.582518,7.571752,7.53119,8.220082,8.23198
Bubble Sort,unsort50,0.000129,9e-05,8.7e-05,0.000163,9.5e-05,8.9e-05,9.6e-05,9.1e-05,0.000112,0.000145
Bubble Sort,unsort100,0.000411,0.000353,0.000395,0.000445,0.000345,0.00037,0.000402,0.000557,0.000333,0.000343
Bubble Sort,unsort1000,0.042456,0.04328,0.041771,0.043277,0.042123,0.042517,0.04184,0.041885,0.041927,0.041934
Bubble Sort,unsort10000,4.504226,4.561056,4.518428,4.610578,4.528098,4.540245,4.540235,4.522054,4.526859,4.486088
Bubble Sort,unique50,0.000229,0.000162,0.000136,0.000137,0.000136,0.000135,0.000137,0.000141,0.000131,0.000133
Bubble Sort,unique100,0.000529,0.000522,0.000514,0.000795,0.000513,0.000572,0.000525,0.000559,0.000535,0.000564
Bubble Sort,unique1000,0.065832,0.067185,0.064066,0.064524,0.064709,0.065729,0.065653,0.065166,0.066088,0.06539
Bubble Sort,unique10000,7.002851,7.024386,7.096405,7.008434,6.974839,6.949195,6.98094,6.970061,7.039422,7.131742
Bubble Sort,reversed50,0.000224,0.000196,0.000196,0.000195,0.000194,0.000201,0.000199,0.000225,0.000233,0.000203
Bubble Sort,reversed100,0.000825,0.000829,0.000838,0.000832,0.00084,0.000816,0.000826,0.000879,0.000866,0.000858
Bubble Sort,reversed1000,0.09448,0.094906,0.093785,0.09777,0.096266,0.096476,0.095445,0.096301,0.095149,0.094162
Bubble Sort,reversed10000,10.249526,10.241928,10.30242,10.564302,10.153787,10.20607,10.054238,10.181979,10.072245,10.098919
Selection Sort,sorted50,7.5e-05,7.4e-05,7.3e-05,9.3e-05,7.4e-05,7.3e-05,7.3e-05,7.3e-05,7.3e-05,7.3e-05
Selection Sort,sorted100,0.000267,0.000268,0.000268,0.000268,0.000267,0.000269,0.000267,0.000266,0.000326,0.000282
