Name,Type,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,Average
Bubble Sort,sorted50,9.3e-05,9.1e-05,9.7e-05,9.1e-05,9.2e-05,9.3e-05,9.3e-05,9.1e-05,0.000118,9.2e-05
Bubble Sort,sorted100,0.000352,0.000393,0.000372,0.000405,0.000357,0.000359,0.000382,0.000344,0.00034,0.000367
Bubble Sort,sorted1000,0.0401,0.04164,0.03998,0.042421,0.041014,0.040046,0.039383,0.038657,0.03876,0.039352
Bubble Sort,sorted10000,4.28081,4.249561,4.291809,4.400841,4.338809,4.277176,4.247186,4.25816,4.28978,4.264071
Bubble Sort,random50,0.000145,0.000141,0.000139,0.000136,0.000223,0.000214,0.000168,0.000262,0.000186,0.000135
Bubble Sort,random100,0.000726,0.000666,0.000593,0.000652,0.000697,0.000549,0.000619,0.000545,0.000576,0.000658
Bubble Sort,random1000,0.072547,0.068658,0.069645,0.073696,0.071982,0.070048,0.069657,0.070106,0.070483,0.069786
Bubble Sort,random10000,7.519425,7.550901,7.543882,7.568108,7.341571,7.301158,7.32401,7.325818,7.350257,7.540177
Bubble Sort,unsort50,8.7e-05,0.000147,8.7e-05,9.1e-05,9e-05,8.6e-05,8.4e-05,8.7e-05,8.7e-05,8.6e-05
Bubble Sort,unsort100,0.000337,0.000331,0.000336,0.000327,0.000332,0.000357,0.000414,0.000424,0.000407,0.000491
Bubble Sort,unsort1000,0.040571,0.040309,0.041754,0.04047,0.041107,0.041945,0.040886,0.039617,0.042231,0.040645
Bubble Sort,unsort10000,4.528661,4.507061,4.453571,4.606126,4.473318,4.424074,4.42359,4.403395,4.420722,4.421216
Bubble Sort,unique50,0.000147,0.00015,0.000146,0.000147,0.000144,0.000143,0.000145,0.00015,0.00014,0.000142
Bubble Sort,unique100,0.000575,0.000626,0.000651,0.000539,0.000591,0.000661,0.000681,0.000766,0.000521,0.00055
Bubble Sort,unique1000,0.066411,0.068543,0.065745,0.065084,0.063888,0.065923,0.065287,0.065548,0.066547,0.066699
Bubble Sort,unique10000,6.973408,6.903501,6.960324,6.910031,6.919532,6.911994,6.969898,6.950927,6.904905,6.93796
Bubble Sort,reversed50,0.00031,0.000196,0.000282,0.000244,0.000188,0.000189,0.000256,0.000292,0.000267,0.000192
Bubble Sort,reversed100,0.000754,0.000878,0.000834,0.000871,0.000736,0.000931,0.000739,0.000775,0.000794,0.000736
Bubble Sort,reversed1000,0.093059,0.093958,0.09349,0.093655,0.092483,0.094899,0.094496,0.092979,0.094806,0.093746
Bubble Sort,reversed10000,10.012615,10.036697,10.068995,10.328542,10.082258,9.912131,9.94221,9.987283,9.977972,9.976671
Selection Sort,sorted50,7.8e-05,9.9e-05,7.9e-05,8.1e-05,9.3e-05,0.000101,0.000117,0.000119,0.000102,8e-05
Selection Sort,sorted100,0.000297,0.000282,0.000327,0.000302,0.000303,0.000396,0.000383,0.000319,0.000276,0.000316
Selection Sort,sorted1000,0.032954,0.033048,0.032563,0.032968,0.032885,0.031938,0.032402,0.032802,0.03249,0.033113
Selection Sort,sorted10000,3.194627,3.247362,3.212292,3.19596,3.221397,3.204164,3.236837,3.212846,3.26484,3.225796
Selection Sort,random50,9.5e-05,8.5e-05,8.3e-05,0.000102,8.3e-05,0.000118,0.000118,0.000114,8.2e-05,9.6e-05
Selection Sort,random100,0.000373,0.000348,0.0003,0.000353,0.000288,0.000304,0.000291,0.00029,0.000299,0.000306
Selection Sort,random1000,0.032784,0.032738,0.033401,0.031646,0.031782,0.03158,0.032333,0.031521,0.032078,0.032721
Selection Sort,random10000,3.204279,3.202146,3.228669,3.202473,3.165008,3.168154,3.172817,3.167095,3.186062,3.178102
Selection Sort,unsort50,9.2e-05,7.9e-05,7.8e-05,9.5e-05,7.6e-05,7.6e-05,9.9e-05,0.000115,9.3e-05,9.6e-05
Selection Sort,unsort100,0.000332,0.000353,0.000331,0.000285,0.00034,0.000334,0.000285,0.000333,0.000283,0.00029
Selection Sort,unsort1000,0.033027,0.032919,0.032367,0.033172,0.032354,0.033089,0.033349,0.031789,0.031571,0.032037
Selection Sort,unsort10000,3.230807,3.235436,3.25237,3.336632,3.253971,3.19919,3.20907,3.214546,3.188029,3.191559
Selection Sort,unique50,7.5e-05,0.000125,9.6e-05,9.6e-05,8e-05,8.7e-05,7.6e-05,0.000133,0.000129,7.5e-05
Selection Sort,unique100,0.000267,0.000304,0.000459,0.000267,0.000267,0.000267,0.000266,0.000342,0.000344,0.000348
Selection Sort,unique1000,0.030487,0.030805,0.031643,0.031576,0.033155,0.032274,0.031807,0.032544,0.032005,0.032406
Selection Sort,unique10000,3.153284,3.170565,3.145958,3.169891,3.17348,3.193408,3.17395,3.193883,3.188899,3.20026
Selection Sort,reversed50,0.000118,0.000125,7.9e-05,9.5e-05,9.3e-05,7.3e-05,7.4e-05,7.4e-05,7.5e-05,7.4e-05
Selection Sort,reversed100,0.000268,0.000331,0.00036,0.000267,0.000306,0.000408,0.000278,0.000349,0.000338,0.000436
Selection Sort,reversed1000,0.031957,0.033089,0.033246,0.032422,0.031378,0.03115,0.031564,0.031997,0.031286,0.031468
Selection Sort,reversed10000,3.227402,3.260675,3.234522,3.207647,3.223865,3.19045,3.202719,3.201473,3.213908,3.203518
Insertion Sort,sorted50,9e-06,8e-06,7e-06,7e-06,8e-06,7e-06,7e-06,7e-06,7e-06,8e-06
Insertion Sort,sorted100,1.4e-05,3.4e-05,1.3e-05,1.4e-05,1.4e-05,1.3e-05,1.4e-05,1.3e-05,1.3e-05,1.4e-05
Insertion Sort,sorted1000,0.000239,0.000184,0.000143,0.000172,0.000338,0.000144,0.000144,0.000144,0.000144,0.000145
Insertion Sort,sorted10000,0.001563,0.001516,0.001733,0.001693,0.001478,0.001656,0.001619,0.001811,0.0021,0.001632
Insertion Sort,random50,1.4e-05,4.9e-05,1.1e-05,1.1e-05,1e-05,1.1e-05,1.1e-05,1e-05,1e-05,1.1e-05
Insertion Sort,random100,1.9e-05,1.9e-05,2e-05,1.8e-05,1.8e-05,1.8e-05,3.9e-05,2e-05,1.8e-05,1.9e-05
Insertion Sort,random1000,0.000187,0.000255,0.000172,0.000201,0.000199,0.000158,0.000156,0.000151,0.000152,0.000187
Insertion Sort,random10000,0.001793,0.001498,0.001498,0.001724,0.001713,0.001768,0.001843,0.00163,0.001527,0.001741
Insertion Sort,unsort50,8e-06,7e-06,7e-06,7e-06,1.4e-05,7e-06,7e-06,7e-06,7e-06,7e-06
Insertion Sort,unsort100,1.4e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.4e-05,1.4e-05,1.4e-05,1.3e-05,1.3e-05
Insertion Sort,unsort1000,0.000154,0.000143,0.000144,0.000143,0.000143,0.000143,0.000144,0.000144,0.000143,0.000144
Insertion Sort,unsort10000,0.001489,0.001693,0.001703,0.002215,0.001871,0.001587,0.001708,0.001757,0.001623,0.001569
Insertion Sort,unique50,8e-06,8e-06,7e-06,7e-06,7e-06,7e-06,7e-06,2.8e-05,7e-06,7e-06
Insertion Sort,unique100,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.4e-05,3.8e-05,5.3e-05,3.4e-05,3.3e-05,1.4e-05
Insertion Sort,unique1000,0.000141,0.000141,0.000229,0.00014,0.000141,0.000141,0.000141,0.00014,0.000141,0.000141
Insertion Sort,unique10000,0.001567,0.002107,0.001859,0.001469,0.001718,0.001514,0.001451,0.001444,0.001677,0.00145
Insertion Sort,reversed50,7e-06,7e-06,7e-06,7e-06,8e-06,7e-06,6e-06,7e-06,7e-06,7e-06
Insertion Sort,reversed100,1.4e-05,1.4e-05,1.3e-05,1.3e-05,1.4e-05,1.3e-05,1.4e-05,1.4e-05,1.3e-05,1.3e-05
Insertion Sort,reversed1000,0.000144,0.000171,0.000201,0.000163,0.000158,0.000158,0.000158,0.000161,0.000163,0.000171
Insertion Sort,reversed10000,0.001644,0.001858,0.002174,0.001736,0.001616,0.001587,0.001541,0.00154,0.001682,0.001875
Merge Sort,sorted50,8.9e-05,8.4e-05,8.3e-05,8.3e-05,0.000139,8.6e-05,0.000159,8.3e-05,8.3e-05,0.000171
Merge Sort,sorted100,0.000232,0.000153,0.000249,0.000189,0.00015,0.000149,0.00015,0.000149,0.00021,0.000155
Merge Sort,sorted1000,0.002275,0.002076,0.002346,0.002687,0.002376,0.002678,0.00245,0.002149,0.002118,0.002093
Merge Sort,sorted10000,0.030013,0.029669,0.029191,0.029575,0.030346,0.029193,0.029678,0.028962,0.029137,0.029237
